no,concept_code,concept_name,concept_synonym,domain_id,matchScore_a,targetConceptId_a,targetConceptName_a,targetVocabularyId_a,targetDomainId_a,targetStandardConcept_a,targetChildCount_a,targetParentCount_a,targetConceptClassId_a,targetConceptCode_a,targetValidStartDate_a,targetValidEndDate_a,matchScore_b,targetConceptId_b,targetConceptName_b,targetVocabularyId_b,targetDomainId_b,targetStandardConcept_b,targetChildCount_b,targetParentCount_b,targetConceptClassId_b,targetConceptCode_b,targetValidStartDate_b,targetValidEndDate_b,matchScore_fixed,targetConceptId_fixed,targetConceptName_fixed,targetVocabularyId_fixed,targetDomainId_fixed,targetStandardConcept_fixed,targetConceptClassId_fixed,targetConceptCode_fixed,targetValidStartDate_fixed,targetValidEndDate_fixed
182,A2201,"Medical care severe ADL 9-16, doctor 2· nursing 1 grade","의료고도 ADL 9-16, 의사2·간호1등급",Procedure,0.201905757,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.3114492,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.201905757,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
183,A2202,"Medical care severe ADL 9-16, doctor 2· nursing 2 grade","의료고도 ADL 9-16, 의사2·간호2등급",Procedure,0.200698256,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.309001356,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.200698256,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
184,A2203,"Medical care severe ADL 9-16, doctor 2· nursing 3 grade","의료고도 ADL 9-16, 의사2·간호3등급",Procedure,0.198696464,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.304949194,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.198696464,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
185,A2204,"Medical care severe ADL 9-16, doctor 2· nursing 4 grade","의료고도 ADL 9-16, 의사2·간호4등급",Procedure,0.198155791,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.303865641,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.198155791,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
186,A2206,"Medical care severe ADL 9-16, doctor 2· nursing 6 grade","의료고도 ADL 9-16, 의사2·간호6등급",Procedure,0.198021501,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.303552002,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.198021501,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
187,A2207,"Medical care severe ADL 9-16, doctor 2· nursing 7 grade","의료고도 ADL 9-16, 의사2·간호7등급",Procedure,0.196284741,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.299964845,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.196284741,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
188,A2208,"Medical care severe ADL 9-16, doctor 2· nursing 8 grade","의료고도 ADL 9-16, 의사2·간호8등급",Procedure,0.197334647,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.302224874,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.197334647,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
189,A2210,"Medical care severe ADL 9-16, doctor 1 (number of specialist less than 50%)· nursing 5 grade","의료고도 ADL 9-16, 의사1(전문의수50%미만)·간호5등급",Procedure,0.219373897,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.272737086,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.219373897,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
190,A2211,"Medical care severe ADL 9-16, doctor 1 (number of specialist less than 50%)· nursing 1 grade","의료고도 ADL 9-16, 의사1(전문의수50%미만)·간호1등급",Procedure,0.22057496,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.274498999,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.22057496,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
191,A2212,"Medical care severe ADL 9-16, doctor 1 (number of specialist less than 50%)· nursing 2 grade","의료고도 ADL 9-16, 의사1(전문의수50%미만)·간호2등급",Procedure,0.218933582,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.272093058,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.218933582,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
192,A2213,"Medical care severe ADL 9-16, doctor 1 (number of specialist less than 50%)· nursing 3 grade","의료고도 ADL 9-16, 의사1(전문의수50%미만)·간호3등급",Procedure,0.217519164,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.270008653,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.217519164,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
193,A2214,"Medical care severe ADL 9-16, doctor 1 (number of specialist less than 50%)· nursing 4 grade","의료고도 ADL 9-16, 의사1(전문의수50%미만)·간호4등급",Procedure,0.217100024,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.269395471,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.217100024,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
194,A2216,"Medical care severe ADL 9-16, doctor 1 (number of specialist less than 50%)· nursing 6 grade","의료고도 ADL 9-16, 의사1(전문의수50%미만)·간호6등급",Procedure,0.216995761,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.269217521,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.216995761,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
195,A2217,"Medical care severe ADL 9-16, doctor 1 (number of specialist less than 50%)· nursing 7 grade","의료고도 ADL 9-16, 의사1(전문의수50%미만)·간호7등급",Procedure,0.215641782,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.267168373,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.215641782,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
196,A2218,"Medical care severe ADL 9-16, doctor 1 (number of specialist less than 50%)· nursing 8 grade","의료고도 ADL 9-16, 의사1(전문의수50%미만)·간호8등급",Procedure,0.216461524,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.268462449,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.216461524,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
197,A2230,"Medical care severe ADL 9-16, doctor 3· nursing 5 grade","의료고도 ADL 9-16, 의사3·간호5등급",Procedure,0.200202838,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.308070749,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.200202838,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
198,A2231,"Medical care severe ADL 9-16, doctor 3· nursing 1 grade","의료고도 ADL 9-16, 의사3·간호1등급",Procedure,0.20123449,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.310156971,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.20123449,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
199,A2232,"Medical care severe ADL 9-16, doctor 3· nursing 2 grade","의료고도 ADL 9-16, 의사3·간호2등급",Procedure,0.199872881,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.307406217,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.199872881,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
200,A2233,"Medical care severe ADL 9-16, doctor 3· nursing 3 grade","의료고도 ADL 9-16, 의사3·간호3등급",Procedure,0.198371276,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.304361999,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.198371276,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
201,A2234,"Medical care severe ADL 9-16, doctor 3· nursing 4 grade","의료고도 ADL 9-16, 의사3·간호4등급",Procedure,0.19752112,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.302665174,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.19752112,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
202,A2236,"Medical care severe ADL 9-16, doctor 3· nursing 6 grade","의료고도 ADL 9-16, 의사3·간호6등급",Procedure,0.197388113,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.30235523,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.197388113,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
203,A2237,"Medical care severe ADL 9-16, doctor 3· nursing 7 grade","의료고도 ADL 9-16, 의사3·간호7등급",Procedure,0.195667833,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.298809856,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.195667833,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
204,A2238,"Medical care severe ADL 9-16, doctor 3· nursing 8 grade","의료고도 ADL 9-16, 의사3·간호8등급",Procedure,0.1967078,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.301043689,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.1967078,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
205,A2240,"Medical care severe ADL 9-16, doctor 4· nursing 5 grade","의료고도 ADL 9-16, 의사4·간호5등급",Procedure,0.199886993,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.307580113,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.199886993,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
206,A2241,"Medical care severe ADL 9-16, doctor 4· nursing 1 grade","의료고도 ADL 9-16, 의사4·간호1등급",Procedure,0.200913742,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.309656292,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.200913742,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
207,A2242,"Medical care severe ADL 9-16, doctor 4· nursing 2 grade","의료고도 ADL 9-16, 의사4·간호2등급",Procedure,0.199558586,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.30691871,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.199558586,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
208,A2243,"Medical care severe ADL 9-16, doctor 4· nursing 3 grade","의료고도 ADL 9-16, 의사4·간호3등급",Procedure,0.197750777,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.303265631,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.197750777,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
209,A2244,"Medical care severe ADL 9-16, doctor 4· nursing 4 grade","의료고도 ADL 9-16, 의사4·간호4등급",Procedure,0.197634548,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.303027391,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.197634548,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
210,A2246,"Medical care severe ADL 9-16, doctor 4· nursing 6 grade","의료고도 ADL 9-16, 의사4·간호6등급",Procedure,0.197085381,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.301891357,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.197085381,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
211,A2247,"Medical care severe ADL 9-16, doctor 4· nursing 7 grade","의료고도 ADL 9-16, 의사4·간호7등급",Procedure,0.195372924,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.298362076,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.195372924,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
212,A2248,"Medical care severe ADL 9-16, doctor 4· nursing 8 grade","의료고도 ADL 9-16, 의사4·간호8등급",Procedure,0.196408182,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.300585806,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.196408182,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
213,A2250,"Medical care severe ADL 9-16, doctor 5· nursing 5 grade","의료고도 ADL 9-16, 의사5·간호5등급",Procedure,0.200893119,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.309620023,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.200893119,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
